State,Year,Pop12_17,Pop18_25,Pop26Plus,Alc12_17,Alc18_25,Alc26Plus,Mar1_17,Mar18_25,Mar26Plus,Tob12_17,Tob18_25,Tob26Plus,Division,Region
Nebraska,2009,142549,214428,1106278,0.136617,0.633659,0.545509,0.06296,0.15443,0.039814,0.121225,0.422016,0.286232,West North Central,Midwest
Nevada,2009,212438,257198,1680228,0.144679,0.584455,0.590514,0.076103,0.181645,0.052205,0.099302,0.396239,0.277374,Mountain,West
New Hampshire,2009,103281,140176,883622,0.176409,0.740946,0.675188,0.115103,0.282909,0.068841,0.136617,0.467724,0.279492,New England,Northeast
New Jersey,2009,695052,873788,5686972,0.1527,0.646041,0.592669,0.072054,0.179525,0.035774,0.09742,0.422232,0.249118,Middle Atlantic,Northeast
New Mexico,2009,161555,228756,1244885,0.144924,0.562468,0.478671,0.0934,0.19248,0.05411,0.130645,0.42988,0.260343,Mountain,West
New York,2009,1509858,2236966,12648267,0.167483,0.665952,0.582758,0.085781,0.214614,0.052197,0.099776,0.364223,0.237529,Middle Atlantic,Northeast
North Carolina,2009,723670,986404,5935653,0.122592,0.592034,0.517597,0.070991,0.197213,0.049574,0.110856,0.434198,0.304232,South Atlantic,South
North Dakota,2009,47211,92922,397148,0.165768,0.702807,0.626427,0.044013,0.099789,0.027075,0.131025,0.423635,0.274741,West North Central,Midwest
Ohio,2009,924820,1214036,7442306,0.137778,0.653975,0.555054,0.076143,0.183419,0.038123,0.140078,0.47621,0.306511,East North Central,Midwest
Oklahoma,2009,292084,419077,2272080,0.147198,0.608151,0.488214,0.071711,0.173637,0.049399,0.14352,0.515304,0.365989,West South Central,South
Oregon,2009,288096,401242,2525156,0.173055,0.671368,0.650317,0.094631,0.23883,0.08105,0.129083,0.428083,0.279155,Pacific,West
Pennsylvania,2009,962444,1360835,8272159,0.157845,0.662771,0.58006,0.074038,0.191828,0.038772,0.129423,0.450269,0.303905,Middle Atlantic,Northeast
Rhode Island,2009,79655,129145,684072,0.160018,0.701253,0.645904,0.096273,0.298323,0.073444,0.108461,0.418656,0.258265,New England,Northeast
South Carolina,2009,352096,480982,2912325,0.122105,0.552055,0.485719,0.057415,0.175925,0.040967,0.116179,0.445053,0.304206,South Atlantic,South
South Dakota,2009,63682,93602,505557,0.155241,0.69916,0.60903,0.055108,0.133074,0.033179,0.135859,0.476605,0.306707,West North Central,Midwest
Tennessee,2009,491069,646257,4079971,0.112832,0.513709,0.421354,0.053358,0.141703,0.030926,0.132793,0.488996,0.349021,East South Central,South
Texas,2009,2125058,2813275,14745138,0.133537,0.592309,0.5238,0.064903,0.147401,0.034643,0.099051,0.38353,0.264286,West South Central,South
Utah,2009,254680,379390,1528461,0.075767,0.324497,0.280761,0.03675,0.077419,0.018973,0.072845,0.251,0.163951,Mountain,West
Vermont,2009,45631,72557,419057,0.174392,0.72673,0.645856,0.106452,0.320093,0.081524,0.12523,0.434223,0.258376,New England,Northeast
Virginia,2009,598313,865844,4976551,0.135061,0.644746,0.544598,0.067425,0.173969,0.037343,0.108985,0.426354,0.268203,South Atlantic,South
Washington,2009,516464,706882,4324124,0.136077,0.616028,0.612832,0.080059,0.227394,0.066933,0.112445,0.443058,0.259371,Pacific,West
West Virginia,2009,130503,183731,1227612,0.144584,0.539392,0.409422,0.061417,0.188903,0.040312,0.173488,0.517319,0.408944,South Atlantic,South
Wisconsin,2009,440921,634912,3641561,0.16777,0.704535,0.687457,0.0687,0.15811,0.037605,0.118546,0.45092,0.270178,East North Central,Midwest
Wyoming,2009,41288,62918,342522,0.166959,0.593332,0.561255,0.070735,0.152612,0.033518,0.174397,0.495179,0.327279,Mountain,West
Alabama,2010,386718,535455,3052348,0.111804,0.511119,0.450579,0.058274,0.142542,0.036742,0.11005,0.43335,0.324356,East South Central,South
Alaska,2010,61192,77636,424976,0.144376,0.609214,0.567032,0.10133,0.245936,0.091815,0.122531,0.472962,0.329588,Pacific,West
Arizona,2010,535234,700156,4014024,0.128113,0.559211,0.530022,0.086906,0.158636,0.053045,0.104222,0.375392,0.26896,Mountain,West
Arkansas,2010,234810,316170,1851278,0.123953,0.505475,0.419623,0.054889,0.139972,0.033198,0.127994,0.4481,0.329539,West South Central,South
California,2010,3195149,4379387,23321879,0.139768,0.583841,0.530477,0.096231,0.2112,0.061146,0.076829,0.322235,0.188273,Pacific,West
Colorado,2010,395318,548890,3212230,0.152151,0.710213,0.642311,0.107136,0.270207,0.079501,0.117438,0.432315,0.270081,Mountain,West
Connecticut,2010,293487,364200,2350212,0.188011,0.707796,0.645263,0.088313,0.208153,0.049083,0.10604,0.395674,0.251844,New England,Northeast
Delaware,2010,69567,99853,583371,0.140366,0.665509,0.56645,0.090886,0.198701,0.041265,0.110183,0.399457,0.292937,South Atlantic,South
District of Columbia,2010,31644,98663,399778,0.156435,0.760597,0.638551,0.109737,0.227546,0.07558,0.077904,0.343769,0.266826,South Atlantic,South
Florida,2010,1383191,1933760,12708633,0.125885,0.577401,0.5408,0.069053,0.185962,0.042534,0.086616,0.368249,0.260112,South Atlantic,South
Georgia,2010,821577,1066108,5997840,0.115505,0.539075,0.496588,0.062721,0.141449,0.030268,0.113371,0.368449,0.265111,South Atlantic,South
Hawaii,2010,99395,134011,878476,0.149193,0.606023,0.509294,0.087555,0.168174,0.043987,0.097845,0.348549,0.206176,Pacific,West
Idaho,2010,137928,172570,956472,0.117876,0.495791,0.548683,0.073899,0.152792,0.053594,0.110744,0.386931,0.269977,Mountain,West
Illinois,2010,1069760,1393734,8165781,0.13154,0.648266,0.582393,0.073455,0.198484,0.046688,0.096357,0.419268,0.263247,East North Central,Midwest
Indiana,2010,540996,726313,4081667,0.111321,0.607542,0.542647,0.058847,0.175231,0.046188,0.104396,0.443538,0.294528,East North Central,Midwest
Iowa,2010,241547,344598,1944254,0.150953,0.670742,0.562271,0.062948,0.163777,0.032191,0.128889,0.448656,0.268336,West North Central,Midwest
Kansas,2010,235977,319632,1761207,0.125069,0.63129,0.543358,0.062539,0.147702,0.036269,0.11886,0.466577,0.297346,West North Central,Midwest
Kentucky,2010,340083,456240,2789768,0.123831,0.517807,0.426706,0.058698,0.15594,0.035072,0.145759,0.507652,0.370934,East South Central,South
Louisiana,2010,368184,525362,2810803,0.141586,0.592001,0.49535,0.056093,0.135897,0.029267,0.108429,0.412348,0.325006,West South Central,South
Maine,2010,98025,129424,913496,0.122354,0.620942,0.589033,0.086686,0.235707,0.056412,0.109683,0.458998,0.280117,New England,Northeast
Maryland,2010,464119,622291,3742499,0.128973,0.643243,0.590466,0.065494,0.174974,0.031232,0.077921,0.359238,0.229859,South Atlantic,South
Massachusetts,2010,498579,763633,4320664,0.157172,0.713721,0.671269,0.111513,0.2859,0.067141,0.11427,0.377047,0.211597,New England,Northeast
Michigan,2010,826549,1088897,6365041,0.128118,0.629111,0.572839,0.081531,0.209826,0.06484,0.110471,0.457062,0.304646,East North Central,Midwest
Minnesota,2010,426996,571065,3419350,0.133285,0.666012,0.627847,0.072178,0.189096,0.04062,0.10399,0.453375,0.251847,West North Central,Midwest
Mississippi,2010,249977,333665,1819793,0.115878,0.504339,0.418923,0.06141,0.144326,0.039582,0.128556,0.458465,0.355222,East South Central,South
Missouri,2010,478541,653980,3823426,0.143425,0.60504,0.518377,0.071918,0.184372,0.03731,0.145561,0.469626,0.334355,West North Central,Midwest
Montana,2010,74688,106003,651403,0.168826,0.694795,0.639074,0.101296,0.262827,0.074627,0.165308,0.494532,0.299167,Mountain,West
Nebraska,2010,146828,205186,1143103,0.123288,0.640379,0.553976,0.061898,0.144184,0.034582,0.111568,0.420716,0.27361,West North Central,Midwest
Nevada,2010,219015,279716,1733566,0.141153,0.588544,0.568467,0.082907,0.192767,0.057693,0.09445,0.396907,0.271704,Mountain,West
New Hampshire,2010,104712,137371,883019,0.167219,0.736397,0.653187,0.113879,0.276447,0.049543,0.140776,0.464218,0.256824,New England,Northeast
New Jersey,2010,717188,866637,5785457,0.172367,0.641408,0.604745,0.079447,0.192928,0.045202,0.106849,0.402971,0.266064,Middle Atlantic,Northeast
New Mexico,2010,170679,225076,1293249,0.123959,0.548323,0.446238,0.09527,0.210506,0.057743,0.116238,0.434124,0.237878,Mountain,West
New York,2010,1497645,2236959,12651349,0.166807,0.655208,0.577176,0.07937,0.196376,0.05283,0.088726,0.347377,0.241336,Middle Atlantic,Northeast
North Carolina,2010,752637,1007676,6102077,0.127275,0.614699,0.495975,0.08024,0.208524,0.04625,0.108715,0.42188,0.287354,South Atlantic,South
North Dakota,2010,49024,89035,423460,0.133707,0.722075,0.615071,0.055367,0.118746,0.024749,0.118489,0.441605,0.252749,West North Central,Midwest
Ohio,2010,938484,1227142,7436917,0.133315,0.627559,0.555993,0.069457,0.181524,0.043201,0.125595,0.46655,0.313181,East North Central,Midwest
Oklahoma,2010,301684,420490,2336963,0.124491,0.573369,0.463798,0.069053,0.150335,0.046955,0.134874,0.48775,0.355166,West South Central,South
Oregon,2010,291949,408353,2544311,0.140889,0.643781,0.650135,0.100674,0.254129,0.089083,0.101517,0.415746,0.255757,Pacific,West
Pennsylvania,2010,977609,1402639,8359212,0.137418,0.648245,0.578445,0.070043,0.182619,0.041377,0.121441,0.437322,0.291298,Middle Atlantic,Northeast
Rhode Island,2010,79365,132016,682132,0.149332,0.712747,0.664171,0.116345,0.313992,0.083121,0.105977,0.422554,0.272613,New England,Northeast
South Carolina,2010,356898,510126,2966560,0.116291,0.568826,0.516437,0.065124,0.164194,0.039525,0.117931,0.426879,0.321914,South Atlantic,South
South Dakota,2010,64595,90572,509409,0.16225,0.6887,0.576703,0.062288,0.130178,0.031634,0.138021,0.474402,0.298623,West North Central,Midwest
Tennessee,2010,502882,675875,4110667,0.106794,0.526525,0.432263,0.058871,0.149263,0.037224,0.126918,0.477151,0.352717,East South Central,South
Texas,2010,2243713,2871691,15188973,0.11954,0.58542,0.531865,0.061431,0.145033,0.033972,0.088411,0.37028,0.25724,West South Central,South
Utah,2010,262463,362693,1532125,0.079922,0.307321,0.282626,0.041664,0.080409,0.0234,0.066954,0.244004,0.154984,Mountain,West
Vermont,2010,46814,72220,420783,0.180472,0.741478,0.633154,0.137695,0.343593,0.088665,0.138601,0.460105,0.25752,New England,Northeast
Virginia,2010,620009,874464,5117877,0.129525,0.661071,0.568078,0.069789,0.182321,0.036072,0.092179,0.385478,0.251694,South Atlantic,South
Washington,2010,531313,729323,4373484,0.135142,0.63768,0.608117,0.097657,0.256007,0.071218,0.111338,0.442428,0.262008,Pacific,West
West Virginia,2010,131816,188497,1252067,0.142376,0.543936,0.398818,0.070736,0.198123,0.037357,0.16671,0.509196,0.387944,South Atlantic,South
Wisconsin,2010,455693,617748,3678180,0.133948,0.686418,0.677281,0.070246,0.163828,0.041768,0.101384,0.430551,0.258524,East North Central,Midwest
Wyoming,2010,42751,62674,358902,0.147735,0.592841,0.532419,0.060772,0.136058,0.033573,0.141504,0.48084,0.300288,Mountain,West
Alabama,2011,385060,536921,3073532,0.113569,0.526524,0.455585,0.056178,0.143431,0.033842,0.107653,0.437098,0.328727,East South Central,South
Alaska,2011,60614,80497,432040,0.133937,0.594723,0.592789,0.100066,0.247744,0.111808,0.103003,0.465602,0.317151,Pacific,West
Arizona,2011,537268,709377,4077362,0.130667,0.570529,0.547481,0.083663,0.171975,0.053283,0.079307,0.373594,0.26386,Mountain,West
Arkansas,2011,235330,317333,1864363,0.122475,0.507112,0.421398,0.060093,0.147087,0.03605,0.116756,0.426692,0.322513,West South Central,South
California,2011,3156459,4427350,23658234,0.130775,0.577558,0.529578,0.088284,0.217413,0.067418,0.065641,0.310993,0.189302,Pacific,West
Colorado,2011,397449,556502,3270160,0.134001,0.68078,0.632196,0.104707,0.268145,0.076328,0.10626,0.431041,0.281899,Mountain,West
Connecticut,2011,290956,369988,2363818,0.176348,0.688584,0.66055,0.087186,0.236636,0.060139,0.084427,0.377003,0.246445,New England,Northeast
Delaware,2011,69055,101269,590737,0.138716,0.637305,0.551397,0.095798,0.209529,0.0495,0.100736,0.401579,0.280558,South Atlantic,South
District of Columbia,2011,31373,96533,411604,0.147899,0.75125,0.650756,0.093503,0.244882,0.072386,0.061058,0.335767,0.248558,South Atlantic,South
Florida,2011,1381693,1959129,12916437,0.124469,0.594085,0.549654,0.070285,0.190181,0.047279,0.072414,0.348743,0.248745,South Atlantic,South
Georgia,2011,824731,1085263,6074730,0.108669,0.527262,0.505041,0.072017,0.166463,0.038805,0.102713,0.362777,0.270025,South Atlantic,South
Hawaii,2011,97800,138119,887821,0.124398,0.571228,0.541175,0.096872,0.181542,0.056945,0.08568,0.337854,0.195023,Pacific,West
Idaho,2011,139014,173198,969335,0.113132,0.477634,0.545624,0.062064,0.130872,0.037652,0.092477,0.352997,0.266009,Mountain,West
Illinois,2011,1057464,1393927,8215103,0.13139,0.640817,0.593661,0.069398,0.202745,0.04791,0.084638,0.399352,0.264063,East North Central,Midwest
Indiana,2011,540292,729904,4108332,0.112758,0.618214,0.545268,0.062483,0.167842,0.043144,0.109324,0.44659,0.3365,East North Central,Midwest
Iowa,2011,241228,346249,1956812,0.145892,0.671099,0.597408,0.066547,0.168444,0.041307,0.105676,0.425306,0.258821,West North Central,Midwest
Kansas,2011,236049,321178,1772671,0.116912,0.601369,0.542482,0.054686,0.113433,0.025518,0.104637,0.437987,0.295814,West North Central,Midwest
Kentucky,2011,339685,459703,2803041,0.108785,0.560747,0.466662,0.060605,0.173521,0.036452,0.144989,0.540731,0.38761,East South Central,South
Louisiana,2011,367339,524049,2841017,0.133268,0.590678,0.525687,0.050068,0.130044,0.030154,0.09963,0.413246,0.343869,West South Central,South
Maine,2011,96430,129601,918180,0.124431,0.628248,0.571782,0.089427,0.226617,0.062943,0.100917,0.440435,0.281754,New England,Northeast
Maryland,2011,459636,628350,3789736,0.146656,0.660849,0.621615,0.075391,0.175341,0.036595,0.07533,0.36292,0.231708,South Atlantic,South
Massachusetts,2011,494412,768767,4368462,0.155889,0.692767,0.679585,0.105807,0.257718,0.063379,0.109233,0.342166,0.234317,New England,Northeast
Michigan,2011,814217,1098296,6392662,0.133547,0.623001,0.574166,0.088938,0.221251,0.066092,0.107721,0.443018,0.309914,East North Central,Midwest
Minnesota,2011,424745,570686,3457060,0.131036,0.642369,0.63191,0.072741,0.175796,0.043253,0.105591,0.440415,0.260071,West North Central,Midwest
Mississippi,2011,248417,335677,1830270,0.130056,0.540978,0.426202,0.063181,0.158616,0.038803,0.128571,0.464592,0.366022,East South Central,South
Missouri,2011,475157,654561,3846810,0.128307,0.605708,0.539419,0.072789,0.174071,0.038303,0.122839,0.443919,0.320163,West North Central,Midwest
Montana,2011,74042,107193,657558,0.154857,0.690612,0.637901,0.095551,0.265111,0.079432,0.154722,0.496819,0.296814,Mountain,West
Nebraska,2011,147027,205521,1153600,0.11452,0.635498,0.57333,0.065293,0.148266,0.0374,0.098398,0.401484,0.261303,West North Central,Midwest
Nevada,2011,219786,282581,1757473,0.136058,0.594695,0.566595,0.087663,0.200119,0.064351,0.091046,0.395966,0.272032,Mountain,West
New Hampshire,2011,102838,138951,888797,0.143863,0.736177,0.668155,0.096056,0.263713,0.054067,0.10926,0.428602,0.252592,New England,Northeast
New Jersey,2011,710612,876279,5826415,0.17472,0.634005,0.600476,0.068503,0.192595,0.039585,0.087146,0.368082,0.230764,Middle Atlantic,Northeast
New Mexico,2011,169342,226502,1303353,0.126877,0.556993,0.498204,0.098174,0.213495,0.069354,0.113115,0.429796,0.250664,Mountain,West
New York,2011,1474700,2242476,12760358,0.165572,0.651676,0.582908,0.078636,0.213476,0.059805,0.079541,0.355343,0.239825,Middle Atlantic,Northeast
North Carolina,2011,757390,1024771,6176978,0.124789,0.603999,0.497205,0.076909,0.192801,0.042425,0.093369,0.395465,0.284125,South Atlantic,South
North Dakota,2011,48873,91747,430829,0.127788,0.710172,0.618183,0.060163,0.144436,0.030719,0.113005,0.452024,0.28617,West North Central,Midwest
Ohio,2011,929629,1230773,7466946,0.136167,0.631127,0.554779,0.075317,0.192217,0.053882,0.115669,0.461789,0.324642,East North Central,Midwest
Oklahoma,2011,304074,423379,2358834,0.106771,0.562341,0.490071,0.063675,0.1414,0.045468,0.123346,0.468287,0.359398,West South Central,South
Oregon,2011,291972,409608,2575672,0.125001,0.619868,0.638882,0.098649,0.258063,0.102506,0.089134,0.390392,0.262887,Pacific,West
Pennsylvania,2011,964004,1405623,8405726,0.134496,0.642825,0.588176,0.068702,0.175439,0.041975,0.113969,0.432307,0.299195,Middle Atlantic,Northeast
Rhode Island,2011,77839,132549,684237,0.157417,0.734588,0.668024,0.124411,0.301577,0.097447,0.099749,0.404949,0.276988,New England,Northeast
South Carolina,2011,357301,513846,3005444,0.121751,0.605351,0.530894,0.072413,0.192365,0.051518,0.121793,0.438643,0.338998,South Atlantic,South
South Dakota,2011,64463,91190,516437,0.141293,0.678202,0.60792,0.06444,0.139457,0.042843,0.124024,0.482302,0.312912,West North Central,Midwest
Tennessee,2011,504106,683640,4150263,0.101693,0.497397,0.409303,0.059182,0.147022,0.038117,0.114729,0.42993,0.336828,East South Central,South
Texas,2011,2265694,2919940,15484139,0.119092,0.565653,0.519248,0.063221,0.137608,0.032984,0.080895,0.357214,0.247106,West South Central,South
Utah,2011,268417,363323,1563689,0.075034,0.334248,0.325211,0.051232,0.098319,0.030353,0.062388,0.251006,0.197049,Mountain,West
Vermont,2011,45855,72804,422511,0.172473,0.711522,0.608946,0.133563,0.33179,0.093389,0.13453,0.475587,0.26732,New England,Northeast
Virginia,2011,618558,885563,5187508,0.121479,0.635013,0.588362,0.066097,0.170611,0.034406,0.086848,0.380512,0.249554,South Atlantic,South
Washington,2011,528978,735790,4437371,0.129225,0.626055,0.596533,0.094486,0.234442,0.081069,0.094034,0.395792,0.239975,Pacific,West
West Virginia,2011,131265,189182,1253581,0.134529,0.55986,0.372734,0.06634,0.17545,0.03292,0.15166,0.513797,0.374045,South Atlantic,South
Wisconsin,2011,451821,617016,3706797,0.148316,0.690561,0.652279,0.077821,0.181832,0.046534,0.096307,0.39991,0.270465,East North Central,Midwest
Wyoming,2011,42890,63165,364101,0.141133,0.620382,0.563214,0.059995,0.130589,0.043608,0.134391,0.488426,0.318652,Mountain,West
Alabama,2012,383469,536933,3094837,0.112061,0.50891,0.46378,0.048132,0.13931,0.034086,0.08827,0.42176,0.324993,East South Central,South
Alaska,2012,60264,82442,434523,0.104716,0.56436,0.582109,0.087288,0.210617,0.106027,0.101292,0.419156,0.306958,Pacific,West
Arizona,2012,540502,720761,4141839,0.129013,0.576562,0.54972,0.082504,0.185379,0.059773,0.071147,0.352909,0.237877,Mountain,West
Arkansas,2012,236508,318730,1873816,0.109981,0.551033,0.429584,0.056791,0.142836,0.042338,0.106327,0.421877,0.346278,West South Central,South
California,2012,3117442,4458805,24005740,0.116041,0.575645,0.528317,0.078021,0.216443,0.067234,0.056639,0.291889,0.189039,Pacific,West
Colorado,2012,402137,565276,3332461,0.130968,0.685219,0.655201,0.111633,0.290498,0.10128,0.087792,0.437141,0.274089,Mountain,West
Connecticut,2012,288704,376034,2375197,0.141787,0.665436,0.654582,0.085655,0.244057,0.065497,0.069071,0.340895,0.216125,New England,Northeast
Delaware,2012,68333,102080,599773,0.11735,0.619947,0.58776,0.091523,0.207475,0.056755,0.089432,0.397141,0.284634,South Atlantic,South
District of Columbia,2012,30856,94677,424447,0.119397,0.734639,0.668362,0.098923,0.255291,0.091442,0.064235,0.355205,0.272761,South Atlantic,South
Florida,2012,1385416,1972330,13133353,0.127869,0.583648,0.549081,0.075221,0.190938,0.051206,0.072721,0.344595,0.239158,South Atlantic,South
Georgia,2012,831609,1100053,6155586,0.112526,0.52862,0.509231,0.071393,0.181265,0.059287,0.083175,0.367411,0.275291,South Atlantic,South
Hawaii,2012,97086,140225,896059,0.112237,0.574078,0.532305,0.09552,0.188385,0.069064,0.079109,0.316705,0.197791,Pacific,West
Idaho,2012,140843,173004,983206,0.112682,0.495345,0.53224,0.056143,0.140537,0.040277,0.080439,0.352805,0.255795,Mountain,West
Illinois,2012,1045769,1394500,8256950,0.123742,0.639012,0.595224,0.06262,0.20074,0.048237,0.075071,0.387597,0.263505,East North Central,Midwest
Indiana,2012,541016,734767,4135390,0.120341,0.627278,0.548421,0.059709,0.177279,0.04282,0.103237,0.450013,0.329179,East North Central,Midwest
Iowa,2012,241811,349004,1968010,0.124172,0.675956,0.611803,0.062465,0.163095,0.041184,0.093306,0.432263,0.269018,West North Central,Midwest
Kansas,2012,237185,323430,1779494,0.115474,0.58992,0.581471,0.05089,0.122326,0.02896,0.088116,0.416819,0.283331,West North Central,Midwest
Kentucky,2012,339960,464737,2815636,0.10043,0.562503,0.46591,0.050749,0.165595,0.03531,0.120128,0.489384,0.358468,East South Central,South
Louisiana,2012,367827,521917,2870080,0.13025,0.559822,0.517474,0.05094,0.145845,0.033328,0.107494,0.402194,0.323128,West South Central,South
Maine,2012,94988,128694,923093,0.123592,0.641099,0.576761,0.092609,0.247109,0.079523,0.090191,0.423635,0.267524,New England,Northeast
Maryland,2012,457152,631368,3837914,0.133576,0.648512,0.626745,0.07505,0.199877,0.047287,0.066358,0.351342,0.217558,South Atlantic,South
Massachusetts,2012,491273,775063,4420226,0.144917,0.703182,0.693528,0.089,0.26641,0.070714,0.078875,0.340317,0.225705,New England,Northeast
Michigan,2012,805764,1107310,6419614,0.128883,0.634553,0.58244,0.091255,0.221508,0.076361,0.096541,0.413521,0.300977,East North Central,Midwest
Minnesota,2012,424639,571439,3494114,0.119046,0.646898,0.635876,0.066868,0.171395,0.043747,0.08856,0.433281,0.262295,West North Central,Midwest
Mississippi,2012,247257,337204,1839846,0.116671,0.568804,0.443289,0.051301,0.1516,0.032562,0.122683,0.471339,0.380651,East South Central,South
Missouri,2012,472889,655094,3869695,0.123956,0.60731,0.549773,0.071044,0.201512,0.04883,0.1141,0.45225,0.342392,West North Central,Midwest
Montana,2012,73896,108999,663344,0.132356,0.671018,0.637903,0.086819,0.230417,0.08438,0.119574,0.468949,0.306306,Mountain,West
Nebraska,2012,148030,207051,1162770,0.113233,0.633362,0.608083,0.062441,0.150702,0.036798,0.091662,0.406061,0.260168,West North Central,Midwest
Nevada,2012,221167,285463,1788826,0.127593,0.589455,0.591534,0.08329,0.185582,0.062526,0.083046,0.379613,0.280334,Mountain,West
New Hampshire,2012,101207,140004,894572,0.147581,0.732202,0.696263,0.096203,0.277749,0.069851,0.094465,0.419157,0.247821,New England,Northeast
New Jersey,2012,706126,884775,5868068,0.136406,0.590729,0.599817,0.053769,0.154776,0.036403,0.067497,0.331339,0.201178,Middle Atlantic,Northeast
New Mexico,2012,168112,228037,1308966,0.119072,0.564251,0.542014,0.09219,0.193347,0.072261,0.101136,0.422466,0.270752,Mountain,West
New York,2012,1456617,2243318,12875810,0.143545,0.636291,0.598324,0.081249,0.203655,0.061955,0.072098,0.343555,0.240117,Middle Atlantic,Northeast
North Carolina,2012,764610,1041859,6254266,0.116333,0.57291,0.518807,0.066658,0.166364,0.043587,0.079715,0.379424,0.274879,South Atlantic,South
North Dakota,2012,49581,96345,439830,0.117181,0.707587,0.617892,0.051912,0.140415,0.032568,0.111381,0.464788,0.296145,West North Central,Midwest
Ohio,2012,925827,1235683,7496795,0.119528,0.628565,0.575162,0.073561,0.187621,0.057913,0.10158,0.437317,0.321667,East North Central,Midwest
Oklahoma,2012,306820,426492,2381640,0.100024,0.566743,0.507893,0.051596,0.144292,0.040263,0.098526,0.468725,0.362664,West South Central,South
Oregon,2012,292050,411744,2606713,0.127065,0.619596,0.62319,0.095863,0.233868,0.103717,0.087309,0.3627,0.275,Pacific,West
Pennsylvania,2012,951880,1397926,8449649,0.130857,0.644153,0.598146,0.068149,0.190136,0.043371,0.106842,0.435057,0.295725,Middle Atlantic,Northeast
Rhode Island,2012,76543,132076,687705,0.14268,0.69375,0.624819,0.129528,0.297904,0.111836,0.085177,0.377821,0.268699,New England,Northeast
South Carolina,2012,359524,519243,3047485,0.11686,0.604135,0.522201,0.071097,0.187513,0.048134,0.099061,0.425007,0.309914,South Atlantic,South
South Dakota,2012,64901,92359,523437,0.105171,0.643621,0.610704,0.051349,0.126812,0.036713,0.098242,0.452062,0.309468,West North Central,Midwest
Tennessee,2012,505317,692825,4187386,0.098931,0.479984,0.405158,0.060432,0.150056,0.037693,0.10347,0.403466,0.320966,East South Central,South
Texas,2012,2295567,2964444,15777963,0.114617,0.557431,0.501435,0.058335,0.138797,0.036235,0.07024,0.347372,0.244275,West South Central,South
Utah,2012,275660,367327,1593468,0.078162,0.344648,0.346517,0.053532,0.109111,0.036834,0.059499,0.259383,0.216224,Mountain,West
Vermont,2012,45030,73369,423650,0.148252,0.692715,0.616831,0.113443,0.287391,0.088818,0.111373,0.450701,0.258623,New England,Northeast
Virginia,2012,619956,893349,5256298,0.119632,0.639446,0.587559,0.060509,0.170258,0.044867,0.085857,0.389848,0.279497,South Atlantic,South
Washington,2012,529852,738145,4498893,0.115968,0.606779,0.574351,0.098075,0.255554,0.103922,0.083266,0.376639,0.240176,Pacific,West
West Virginia,2012,130671,189908,1253753,0.111368,0.522613,0.388326,0.052252,0.148767,0.035653,0.128362,0.488526,0.38664,South Atlantic,South
Wisconsin,2012,449677,617207,3732300,0.151183,0.689914,0.659356,0.071843,0.184624,0.044241,0.095918,0.386886,0.284744,East North Central,Midwest
Wyoming,2012,43516,63905,369343,0.123071,0.636927,0.583802,0.059534,0.141181,0.043735,0.119711,0.486124,0.325567,Mountain,West
Alabama,2013,382134,535409,3116298,0.105302,0.513594,0.477377,0.04981,0.150424,0.04028,0.084293,0.433698,0.324319,East South Central,South
Alaska,2013,59900,83456,435577,0.09225,0.596526,0.590511,0.091884,0.213009,0.104227,0.10727,0.411147,0.295898,Pacific,West
Arizona,2013,543484,732863,4218271,0.118999,0.580156,0.558651,0.082996,0.200441,0.069037,0.06812,0.327444,0.222762,Mountain,West
Arkansas,2013,236666,319372,1883371,0.099033,0.550346,0.44404,0.062205,0.162135,0.051487,0.108875,0.435725,0.373089,West South Central,South
California,2013,3080548,4469106,24421137,0.120096,0.576724,0.542839,0.087369,0.210463,0.070944,0.049979,0.276361,0.183998,Pacific,West
Colorado,2013,408429,575557,3398728,0.142541,0.674605,0.662429,0.12557,0.312392,0.124476,0.089423,0.408527,0.251896,Mountain,West
Connecticut,2013,286281,381473,2382534,0.127665,0.655836,0.646806,0.079112,0.224147,0.063385,0.06826,0.356076,0.205616,New England,Northeast
Delaware,2013,67991,101239,610148,0.106105,0.634588,0.605807,0.082218,0.211136,0.060866,0.081462,0.406689,0.287552,South Atlantic,South
District of Columbia,2013,30551,93509,435643,0.126295,0.728814,0.7087,0.105563,0.24722,0.101379,0.062835,0.329786,0.273214,South Atlantic,South
Florida,2013,1390131,1980707,13387121,0.12265,0.582886,0.567141,0.075087,0.203198,0.057034,0.066224,0.329617,0.247847,South Atlantic,South
Georgia,2013,838199,1108195,6240700,0.106027,0.537903,0.52801,0.060592,0.176392,0.062424,0.069398,0.359364,0.263904,South Atlantic,South
Hawaii,2013,96971,140686,904925,0.112036,0.591333,0.521956,0.076521,0.15874,0.066779,0.066547,0.309075,0.204771,Pacific,West
Idaho,2013,142945,173361,999689,0.107902,0.500383,0.518022,0.063851,0.142764,0.049623,0.082653,0.353339,0.252486,Mountain,West
Illinois,2013,1033794,1394857,8297420,0.109832,0.614713,0.601159,0.067481,0.196225,0.057353,0.066581,0.367971,0.257403,East North Central,Midwest
Indiana,2013,541174,740165,4164196,0.114394,0.617254,0.543389,0.065231,0.203067,0.053848,0.089982,0.43256,0.300546,East North Central,Midwest
